,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
489,8,A,Quercus alba,0.061,Low,2016,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,5/22/18,24.0,48.39,4.65,20.73,18.62,7,24.5,0.0,1,Dead
490,4,C,Acer saccharum,0.079,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.85,32.260000000000005,-0.09,13.46,11.69,18,63.0,1.0,0,Dead
491,4,C,Acer saccharum,0.079,Med,2016,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.56,16.130000000000003,0.26,14.14,11.89,18,63.0,1.0,0,Dead
492,4,A,Quercus alba,0.078,Med,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,5/17/18,1.12,0.0,2.89,19.59,18.0,23,80.5,1.0,0,Dead
493,8,C,Quercus alba,0.061,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,34.15,34.29,4.5,21.43,17.8,7,24.5,0.0,1,Dead
494,4,C,Quercus rubra,0.079,Med,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,18.09,31.83,3.14,26.05,12.98,33,115.5,0.0,0,Alive
495,4,C,Acer saccharum,0.079,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.85,22.263333333333332,-0.09,13.46,11.69,18,63.0,1.0,0,Dead
496,8,A,Prunus serotina,0.061,Low,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,6/5/18,13.52,12.696666666666665,0.37,5.48,9.21,7,24.5,1.0,0,Dead
497,8,A,Quercus rubra,0.061,Low,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,5/23/18,7.0,3.13,2.66,29.05,9.93,7,24.5,0.0,1,Dead
498,4,A,Acer saccharum,0.078,Med,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,20.19,2.385,-0.06,13.73,11.64,18,63.0,1.0,0,Dead
499,8,C,Quercus rubra,0.061,Low,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,5/23/18,31.0,1.64,3.07,29.12,11.58,7,24.5,0.0,1,Dead
500,4,A,Prunus serotina,0.078,Med,2016,Sterile,I,Sterile,Sterilized,AMF,Sterile,6/5/18,13.33,3.3200000000000003,0.23,5.08,8.93,17,59.5,1.0,0,Dead
501,8,A,Quercus rubra,0.061,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,12.0,5.0,3.8,22.54,16.83,7,24.5,0.0,1,Dead
502,4,C,Quercus rubra,0.079,Med,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,22.21,27.75,3.49,26.75,13.64,33,115.5,0.0,0,Alive
503,8,A,Quercus alba,0.061,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,31.0,4.76,4.63,17.86,24.65,7,24.5,0.0,1,Dead
504,8,C,Quercus rubra,0.061,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,74.0,17.65,3.89,23.64,16.51,7,24.5,0.0,1,Dead
505,8,C,Quercus alba,0.061,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,26.67,19.23,4.71,17.18,22.65,7,24.5,0.0,1,Dead
506,8,C,Acer saccharum,0.061,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.89,27.560000000000002,-0.69,13.64,12.17,7,24.5,1.0,0,Dead
507,4,A,Acer saccharum,0.078,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,20.19,35.89,-0.06,13.73,11.64,18,63.0,1.0,0,Dead
508,4,C,Quercus alba,0.079,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,26.6,44.22,4.88,20.04,20.29,33,115.5,0.0,0,Alive
509,4,C,Acer saccharum,0.079,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.53,33.346666666666664,0.0,11.14,11.39,17,59.5,1.0,0,Dead
510,8,C,Acer saccharum,0.061,Low,2016,Sterile,561,Sterile,Sterilized,AMF,Sterile,5/17/18,2.0,22.473333333333333,-0.39,12.06,20.0,7,24.5,0.0,1,Dead
511,4,C,Quercus alba,0.079,Med,2016,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/23/18,26.86,11.6,4.74,17.42,22.5,21,73.5,1.0,0,Dead
512,8,B,Acer saccharum,0.066,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.86,18.995,-0.02,11.17,11.24,7,24.5,1.0,0,Dead
513,4,A,Quercus rubra,0.078,Med,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,18.21,26.39,3.43,26.87,13.68,33,115.5,0.0,0,Alive
514,4,C,Quercus alba,0.079,Med,2017,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,6/15/18,16.5,20.41,4.8,18.2,21.76,33,115.5,0.0,0,Alive
515,8,E,Quercus alba,0.066,Low,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,5/17/18,17.0,5.26,2.95,18.6,20.58,7,24.5,0.0,1,Dead
516,4,A,Quercus rubra,0.078,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,18.4,34.78,3.14,26.31,12.9,33,115.5,0.0,0,Alive
517,8,D,Quercus alba,0.063,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,18.0,35.06,4.87,19.51,20.23,7,24.5,0.0,1,Dead
518,8,B,Quercus rubra,0.066,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,7.0,2.5,2.53,29.08,9.48,7,24.5,0.0,1,Dead
519,8,D,Acer saccharum,0.063,Low,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/4/18,14.78,1.6666666666666665,-0.13,10.82,11.64,7,24.5,1.0,0,Dead
520,8,B,Prunus serotina,0.066,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,23.18,0.8333333333333333,0.3,5.13,6.8,7,24.5,1.0,0,Dead
521,8,D,Quercus alba,0.063,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,28.0,0.0,4.43,23.56,16.3,7,24.5,0.0,1,Dead
522,4,E,Quercus rubra,0.071,Low,2016,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,5/25/18,14.38,33.76,2.99,26.2,12.92,33,115.5,0.0,0,Alive
523,8,B,Acer saccharum,0.066,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.3,26.36,-0.09,13.65,12.5,7,24.5,1.0,0,Dead
524,4,C,Quercus alba,0.079,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,16.37,18.96,4.45,17.08,23.19,33,115.5,0.0,0,Alive
525,8,B,Prunus serotina,0.066,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,38.77,27.335,0.7,6.94,11.21,7,24.5,1.0,0,Dead
526,8,D,Quercus alba,0.063,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,26.0,35.71,4.41,26.66,14.39,7,24.5,0.0,1,Dead
527,8,D,Acer saccharum,0.063,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.47,29.765,-0.22,10.62,11.38,7,24.5,1.0,0,Dead
528,4,A,Quercus alba,0.078,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,17.49,23.82,4.75,18.57,22.08,33,115.5,0.0,0,Alive
529,4,A,Acer saccharum,0.078,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.86,28.874000000000002,-0.2,13.81,11.98,18,63.0,1.0,0,Dead
530,4,E,Acer saccharum,0.071,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.95,33.928,0.04,13.79,12.31,17,59.5,1.0,0,Dead
531,4,E,Prunus serotina,0.071,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22.82,38.982,0.3,5.1,6.86,17,59.5,1.0,0,Dead
532,4,C,Prunus serotina,0.079,Med,2017,Sterile,689,Sterile,Sterilized,AMF,Sterile,6/5/18,10.44,44.036,0.07,7.15,11.6,17,59.5,1.0,0,Dead
533,4,C,Quercus rubra,0.079,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,20.14,49.09,3.79,26.91,14.62,33,115.5,0.0,0,Alive
534,8,B,Quercus alba,0.066,Low,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,5/22/18,14.0,43.1,3.52,25.93,10.1,7,24.5,0.0,1,Dead
535,8,D,Acer saccharum,0.063,Low,2017,Sterile,1757,Sterile,Sterilized,AMF,Sterile,5/17/18,2.0,29.38666666666667,-0.17,11.37,11.69,7,24.5,0.0,1,Dead
536,8,D,Prunus serotina,0.063,Low,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,24.0,15.673333333333336,0.32,4.45,7.0,7,24.5,0.0,1,Dead
537,4,B,Quercus alba,0.076,Med,2017,Sterile,1320,Sterile,Sterilized,EMF,Sterile,5/17/18,3.2,1.96,2.84,19.45,17.94,23,80.5,1.0,0,Dead
538,8,B,Quercus alba,0.066,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,26.0,46.77,4.52,21.77,17.79,7,24.5,0.0,1,Dead
539,8,D,Quercus alba,0.063,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,4.0,77.78,4.52,21.31,18.25,7,24.5,0.0,1,Dead
540,4,D,Quercus rubra,0.073,Low,2016,Sterile,1688,Sterile,Sterilized,EMF,Sterile,5/23/18,10.34,4.8,2.71,26.16,11.4,33,115.5,0.0,0,Alive
541,8,B,Prunus serotina,0.066,Low,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/8/18,32.37,19.064999999999998,0.37,5.35,7.05,7,24.5,1.0,0,Dead
542,8,D,Quercus rubra,0.063,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,15.0,33.33,3.69,20.13,18.89,7,24.5,0.0,1,Dead
543,4,E,Quercus rubra,0.071,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,14.97,31.03,3.72,20.72,18.53,33,115.5,0.0,0,Alive
544,8,D,Prunus serotina,0.063,Low,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/8/18,32.18,17.915,0.39,5.18,6.74,7,24.5,1.0,0,Dead
545,4,D,Quercus rubra,0.073,Low,2016,Sterile,921,Sterile,Sterilized,EMF,Sterile,5/23/18,10.34,4.8,2.71,26.16,11.4,21,73.5,1.0,0,Dead
546,4,B,Quercus rubra,0.076,Med,2017,Sterile,1595,Sterile,Sterilized,EMF,Sterile,5/23/18,12.51,3.48,2.77,25.43,11.4,33,115.5,0.0,0,Alive
547,8,B,Quercus rubra,0.066,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,15.0,4.76,2.68,27.57,10.64,7,24.5,0.0,1,Dead
548,4,B,Prunus serotina,0.076,Med,2016,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,21.74,11.373999999999999,0.32,5.1,6.85,17,59.5,1.0,0,Dead
549,8,B,Prunus serotina,0.066,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,45.0,17.988,0.65,8.08,11.71,7,24.5,0.0,1,Dead
550,4,D,Acer saccharum,0.073,Low,2017,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,13.75,24.601999999999997,-0.09,10.94,11.53,18,63.0,1.0,0,Dead
551,9,C,Acer saccharum,0.077,Med,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,22.36,31.216,0.3,13.4,11.79,7,24.5,1.0,0,Dead
552,4,B,Quercus alba,0.076,Med,2016,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,15.53,37.83,4.83,21.07,18.06,33,115.5,0.0,0,Alive
553,4,B,Quercus alba,0.076,Med,2016,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,16.26,29.55,4.42,18.59,22.69,20,70.0,1.0,0,Dead
554,9,C,Quercus alba,0.077,Med,2017,Quercus alba,1715,Non-Sterile,Conspecific,EMF,EMF,5/22/18,9.0,18.18,4.98,21.17,18.05,7,24.5,0.0,1,Dead
555,4,D,Quercus alba,0.073,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,18.88,43.68,4.61,21.36,18.14,33,115.5,0.0,0,Alive
556,9,C,Quercus rubra,0.077,Med,2017,Sterile,984,Sterile,Sterilized,EMF,Sterile,5/23/18,15.0,0.0,2.83,25.71,11.33,7,24.5,0.0,1,Dead
557,9,A,Quercus alba,0.065,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,23.0,35.0,4.91,26.98,15.02,7,24.5,0.0,1,Dead
558,9,C,Quercus alba,0.077,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,6/15/18,5.0,14.29,4.82,19.13,21.9,7,24.5,0.0,1,Dead
559,9,A,Quercus alba,0.065,Low,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,5/22/18,9.0,22.73,4.85,20.68,18.87,7,24.5,0.0,1,Dead
560,9,C,Quercus rubra,0.077,Med,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,17.0,80.0,3.44,20.09,20.18,7,24.5,0.0,1,Dead
561,9,C,Quercus rubra,0.077,Med,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,5/24/18,10.0,27.27,2.41,27.62,6.05,7,24.5,0.0,1,Dead
562,4,D,Quercus alba,0.073,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,18.85,38.42,3.78,19.23,20.26,33,115.5,0.0,0,Alive
563,9,C,Acer saccharum,0.077,Med,2016,Sterile,1330,Sterile,Sterilized,AMF,Sterile,5/17/18,9.0,37.065,-0.04,12.65,13.29,7,24.5,0.0,1,Dead
564,9,A,Quercus alba,0.065,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,15.0,35.71,3.71,25.81,13.15,7,24.5,0.0,1,Dead
565,9,C,Quercus alba,0.077,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,0.0,42.86,5.18,22.84,16.92,7,24.5,0.0,1,Dead
566,9,C,Prunus serotina,0.077,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.39,37.144999999999996,0.73,7.75,11.34,7,24.5,1.0,0,Dead
567,9,C,Acer saccharum,0.077,Med,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/1/18,20.0,31.43,0.28,16.82,12.58,7,24.5,0.0,1,Dead
568,4,D,Acer saccharum,0.073,Low,2017,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.06,25.715,-0.04,13.53,12.37,17,59.5,1.0,0,Dead
569,9,C,Quercus alba,0.077,Med,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,15.0,20.0,4.5,17.45,23.27,7,24.5,0.0,1,Dead
570,9,E,Prunus serotina,0.071,Low,2017,Sterile,H,Sterile,Sterilized,AMF,Sterile,6/5/18,5.0,24.305,0.27,5.45,8.46,7,24.5,0.0,1,Dead
571,4,B,Quercus rubra,0.076,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,20.3,28.61,3.74,23.02,16.68,33,115.5,0.0,0,Alive
572,9,B,Quercus alba,0.074,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,0.0,40.0,4.47,22.23,17.59,7,24.5,0.0,1,Dead
573,9,B,Quercus alba,0.074,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,21.0,62.75,3.67,17.1,21.81,7,24.5,0.0,1,Dead
574,4,B,Quercus alba,0.076,Med,2017,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,15.53,37.83,4.83,21.07,18.06,33,115.5,0.0,0,Alive
575,9,B,Quercus alba,0.074,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,5.0,85.71,4.58,21.18,18.34,7,24.5,0.0,1,Dead
576,9,D,Quercus alba,0.073,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,13.0,32.56,3.7,19.76,19.15,7,24.5,0.0,1,Dead
577,4,B,Quercus rubra,0.076,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,20.3,28.61,3.74,23.02,16.68,33,115.5,0.0,0,Alive
578,9,B,Quercus rubra,0.074,Low,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,11.0,8.33,2.63,23.74,12.23,7,24.5,0.0,1,Dead
579,9,D,Quercus rubra,0.073,Low,2017,Sterile,1595,Sterile,Sterilized,EMF,Sterile,5/23/18,8.0,0.0,3.29,22.48,15.96,7,24.5,0.0,1,Dead
580,4,D,Acer saccharum,0.073,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.45,0.0,-0.23,10.93,11.4,18,63.0,1.0,0,Dead
581,9,D,Quercus alba,0.073,Low,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,5/17/18,3.0,0.0,3.27,18.59,22.02,7,24.5,0.0,1,Dead
582,4,D,Acer saccharum,0.073,Low,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.45,9.673333333333334,-0.23,10.93,11.4,18,63.0,1.0,0,Dead
583,9,B,Acer saccharum,0.074,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,18.0,19.346666666666668,0.1,11.73,11.96,7,24.5,0.0,1,Dead
584,9,D,Quercus alba,0.073,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,14.06,29.02,4.68,20.22,19.67,7,24.5,1.0,0,Dead
585,4,B,Quercus alba,0.076,Med,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,19.02,36.02,3.84,18.67,21.75,33,115.5,0.0,0,Alive
586,9,D,Quercus alba,0.073,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,0.0,17.24,3.87,21.52,17.49,7,24.5,0.0,1,Dead
587,9,B,Quercus rubra,0.074,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,11.0,11.43,2.75,27.82,9.55,7,24.5,0.0,1,Dead
588,9,D,Acer saccharum,0.073,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.06,13.16,-0.04,13.53,12.37,7,24.5,1.0,0,Dead
589,9,D,Quercus rubra,0.073,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,13.0,14.89,3.63,26.1,14.58,7,24.5,0.0,1,Dead
590,4,B,Quercus alba,0.076,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,19.02,36.02,3.84,18.67,21.75,33,115.5,0.0,0,Alive
591,4,B,Acer saccharum,0.076,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.49,24.013333333333335,0.0,10.39,10.83,17,59.5,1.0,0,Dead
592,9,D,Prunus serotina,0.073,Low,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,6/5/18,0.0,12.006666666666668,0.35,9.29,10.64,7,24.5,0.0,1,Dead
593,9,D,Quercus rubra,0.073,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,7.0,0.0,2.63,24.51,11.68,7,24.5,0.0,1,Dead
594,9,B,Acer saccharum,0.074,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,0.0,15.625,-0.08,10.03,10.67,7,24.5,0.0,1,Dead
595,4,D,Acer saccharum,0.073,Low,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/1/18,13.75,31.25,-0.09,10.94,11.53,18,63.0,1.0,0,Dead
596,9,B,Acer saccharum,0.074,Low,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/1/18,14.92,46.875,-0.07,11.05,11.54,7,24.5,1.0,0,Dead
597,9,D,Quercus alba,0.073,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,2.0,62.5,4.46,21.62,17.55,7,24.5,0.0,1,Dead
598,9,B,Quercus rubra,0.074,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,17.0,11.9,2.27,16.14,12.51,7,24.5,0.0,1,Dead
599,4,D,Quercus rubra,0.073,Low,2017,Prunus serotina,G,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,18.02,10.99,2.52,24.51,11.5,18,63.0,1.0,0,Dead
600,9,D,Quercus rubra,0.073,Low,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,5/24/18,42.0,72.0,2.5,28.49,9.68,7,24.5,0.0,1,Dead
601,4,D,Quercus alba,0.073,Low,2016,Sterile,1205,Sterile,Sterilized,EMF,Sterile,5/17/18,5.18,2.34,2.83,19.23,18.12,33,115.5,0.0,0,Alive
602,9,D,Quercus rubra,0.073,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,29.0,20.51,2.7,26.54,11.09,7,24.5,0.0,1,Dead
603,4,D,Quercus rubra,0.073,Low,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,5/25/18,16.23,42.06,2.74,25.89,11.57,33,115.5,0.0,0,Alive
604,4,D,Quercus alba,0.073,Low,2017,Prunus serotina,G,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,18.85,38.42,3.78,19.23,20.26,33,115.5,0.0,0,Alive
605,9,D,Quercus rubra,0.073,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,12.0,31.15,3.43,27.63,13.45,7,24.5,0.0,1,Dead
606,9,B,Quercus rubra,0.074,Low,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,5/23/18,6.0,8.33,3.24,24.97,13.98,7,24.5,0.0,1,Dead
607,9,D,Acer saccharum,0.073,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.63,20.83,-0.04,10.98,11.22,7,24.5,1.0,0,Dead
608,10,A,Quercus alba,0.051,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,31.0,33.33,3.62,19.47,19.18,7,24.5,0.0,1,Dead
609,4,D,Acer saccharum,0.073,Low,2017,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.06,35.315,-0.04,13.53,12.37,17,59.5,1.0,0,Dead
610,5,A,Quercus alba,0.086,Med,2017,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,5/23/18,26.42,37.3,4.9,19.18,21.65,21,73.5,1.0,0,Dead
611,10,A,Quercus rubra,0.051,Low,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,10.0,38.6,3.31,25.79,14.86,7,24.5,0.0,1,Dead
612,10,A,Quercus alba,0.051,Low,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,5/17/18,12.0,4.55,1.97,17.37,19.22,7,24.5,0.0,1,Dead
613,5,A,Quercus rubra,0.086,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,23.14,51.73,3.81,26.81,14.69,33,115.5,0.0,0,Alive
614,10,C,Prunus serotina,0.075,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,13.0,38.83,0.64,6.87,10.99,7,24.5,0.0,1,Dead
615,5,C,Quercus alba,0.098,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,20.63,25.93,4.99,19.06,22.55,33,115.5,0.0,0,Alive
616,5,C,Quercus alba,0.098,Med,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,5/17/18,11.42,13.61,3.75,18.84,21.64,33,115.5,0.0,0,Alive
617,5,C,Quercus rubra,0.098,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,19.7,21.83,3.5,26.77,14.38,19,66.5,1.0,0,Dead
618,10,C,Acer saccharum,0.075,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,17.0,29.446666666666665,0.04,9.43,9.06,7,24.5,0.0,1,Dead
619,5,A,Acer saccharum,0.086,Med,2016,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.06,37.06333333333333,-0.01,13.73,12.05,18,63.0,1.0,0,Dead
620,10,C,Quercus alba,0.075,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,14.0,44.68,4.85,24.97,15.69,7,24.5,0.0,1,Dead
621,10,A,Quercus rubra,0.051,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,12.0,16.67,2.46,21.0,12.53,7,24.5,0.0,1,Dead
622,5,C,Quercus alba,0.098,Med,2017,Prunus serotina,G,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,17.66,34.38,4.15,19.17,22.01,33,115.5,0.0,0,Alive
623,5,C,Quercus alba,0.098,Med,2016,Sterile,1715,Sterile,Sterilized,EMF,Sterile,5/17/18,11.42,13.61,3.75,18.84,21.64,23,80.5,1.0,0,Dead
624,5,A,Acer saccharum,0.086,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.37,6.805,-0.03,13.92,12.05,18,63.0,1.0,0,Dead
625,10,C,Quercus rubra,0.075,Low,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,5/23/18,11.0,0.0,2.76,28.24,9.91,7,24.5,0.0,1,Dead
626,5,A,Quercus rubra,0.086,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,22.35,28.34,3.33,25.06,15.0,33,115.5,0.0,0,Alive
627,10,C,Acer saccharum,0.075,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,0.0,30.744,-0.23,10.67,11.69,7,24.5,0.0,1,Dead
628,10,A,Prunus serotina,0.051,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22.0,33.147999999999996,0.17,4.84,4.7,7,24.5,0.0,1,Dead
